,open,high,low,close,volume,vnindex,vn30,hnx,gold,oil,month,day,weekday,hour,minute,minute_segment,monday_morning,friday_afternoon,pre_holiday_afternoon,post_holiday_morning,return,log_return,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,target
2013-12-02,7.04,7.07,6.99,7.02,68290.0,508.53,568.87,65.13,1222.300048828125,111.44999694824219,12,2,0,0,0,0,1,0,0,1,-0.020000000000000462,-0.0028449521322313487,-671929.8271066057,37224280.0,-0.1344127869792708,7712.734237271805,-1.6902360696377514,-0.2864598258151071,482621.997171613,7.197606030941408,51.326554888889866,626.0725218853888,7.205,7.525904970357299,6.884095029642701,8.90784095370712,0.6324379611592803,0.0,0.0,7.332666666666666,7.433666666666667,7.2316666666666665,2.7547958905355148,0.2887788778877887,0.0,0.0,6.77,7.46,7.115,9.576682859125613,0.7536231884057973,0.1100957748118194,3.4409983287365957,0.207946003711017,0.11487160412186803,0.09307439958914898,7.315833333333334,7.245384615384615,7.131363299139163,6.915651263538713,0.9520547945205472,0.9452054794520548,0.006849315068492401,0.3998920114713614,24.152208108676607,-0.06500000000000039,129.2247146621847,90.1077806043456,39.1169340578391,7.145,6.745,6.9925,6.415,0.000420511273960365,30.043299362040052,26.966382696499164,20.729734005189005,49.97466183292367,6.1175,7.33,76.0,4.0,72.0,7.189084959744,7.294846626605055,0.0,0.0,62.30202629345028,0.44928604138793826,0.4367516239179679,0.3422219608693791,34.43523193339889,31.42219722735166,68.75000000000014,66.66666666666676,-31.24999999999986,0.6714411764705872,-0.9446693657220012,3.1612121527754584,1.7570655370119168,1.4041466157635416,1.907236867343002,4.787300063155782,-2.88006319581278,7.246885142231492,0.27510316368639653,0.2747254475139016,26.846846846846862,1.0
2013-12-03,6.99,7.04,6.99,7.02,335130.0,511.62,571.71,65.64,1221.699951171875,112.62000274658203,12,3,1,0,0,0,0,0,0,0,0.02999999999999936,0.004282661792000653,-689002.3271066069,37155990.0,-0.1049880351970654,4227.715060518681,0.3997601439136626,-0.15269995813419746,482427.9914897948,7.188410076311559,59.490121478989295,624.2939067663962,7.225999999999999,7.5032291470968016,6.948770852903197,7.673101220503805,0.5793567351427096,0.0,0.0,7.330333333333334,7.426333333333334,7.234333333333332,2.619253330908125,0.18576388888889198,0.0,0.0,6.77,7.46,7.115,9.548851370052594,0.7246376811594198,0.11308619733063752,3.631319425762871,0.21120986488446203,0.13413925627438683,0.0770706086100752,7.326666666666667,7.231153846153846,7.114230483886984,6.95078820698029,0.9866666666666658,0.9199999999999995,0.06666666666666632,0.3805503815549056,24.124191409123252,0.13400000000000123,136.550669393538,100.8528721680867,35.69779722545128,7.13,6.805,7.035,6.415,0.0002102556369801825,28.998143623002218,25.896185302706414,18.980227860268243,37.878787878788174,6.1175,7.33,72.0,0.0,72.0,7.189084959744,7.262361963944549,0.0,0.0,64.30995190301489,0.5505031744188142,0.4830250857315635,0.4298716152975353,32.837800384060415,35.19051063048153,84.37500000000007,73.95833333333346,-15.62499999999993,0.7014411764705892,0.0,3.1949292693293927,2.044638283475412,1.1502909858539807,-3.155204441034908,3.1987991623176444,-6.354003603352552,7.248670377654461,-0.2743484224965731,-0.2747254475139016,26.486486486486484,0.0
2013-12-04,7.02,7.02,6.94,6.94,176890.0,510.88,570.91,66.12,1248.199951171875,111.87999725341797,12,4,2,0,0,0,0,0,0,0,-0.07999999999999918,-0.011461443519006576,-621976.327106614,37491120.0,-0.08372968521560145,1928.1129090160184,0.44058408862034226,-0.25160266323471847,482427.9914897948,7.158725755705789,44.515157754692964,624.2939067663962,7.236,7.484145118831745,6.987854881168254,6.858626833381576,0.3065648027816078,0.0,0.0,7.316333333333333,7.418333333333334,7.214333333333333,2.7882819262836667,-0.36437908496732035,0.0,1.0,6.94,7.46,7.2,7.1862907683803146,0.3846153846153836,0.11077757759757376,3.904359977938262,0.21933727902451672,0.15117886082441281,0.0681584182001039,7.308333333333334,7.213076923076924,7.087425794058217,6.984803895352121,0.9857142857142854,1.0357142857142856,-0.050000000000000155,0.36366965313151733,24.131161326460845,0.05400000000000027,142.86161127978036,110.63381015425786,32.227801125522504,7.115,6.805,7.035,6.415,0.00010512781849009125,28.027641865324227,24.466648369061808,17.93246980563276,-33.02373581011318,6.1675,7.33,68.0,0.0,68.0,7.189084959744,7.233125767550094,0.0,0.0,59.52944281277931,0.3544557343810208,0.45141498339592445,0.45706389768181865,29.144343252426925,31.29358972619152,66.66666666666657,73.26388888888893,-33.333333333333435,0.7145000000000019,0.0,3.2990473722985305,2.2955201012400357,1.0035272710584948,-3.853745179018621,1.7882902940503915,-5.642035473069012,7.247887078822197,-1.7881705639614887,-1.8043515193934878,26.486486486486484,0.0
2013-12-05,6.94,6.94,6.77,6.8,797050.0,510.03,569.18,66.07,1233.199951171875,110.9800033569336,12,5,3,0,0,0,0,0,0,0,-0.14000000000000057,-0.020379162336652046,-798866.327106614,37314230.0,-0.18853174095194913,2009.1967791565903,-0.8424954715868381,-0.33249985868267556,480412.15103395435,7.1385397198336555,45.13264470430386,617.1794462904259,7.2485,7.476208146538551,7.020791853461449,6.282903953605598,0.5472095538232307,0.0,0.0,7.310666666666667,7.415666666666667,7.2056666666666676,2.872515046507374,0.30634920634920143,0.0,0.0,6.97,7.46,7.215,6.760019314340901,0.612244897959183,0.10469981983781636,4.350028727992249,0.22320534105419476,0.1655841568703692,0.05762118418382556,7.306666666666666,7.194230769230769,7.043206441126183,7.007411014214926,0.9343065693430652,1.0583941605839415,-0.12408759124087632,0.34646269775810845,24.16993405192836,0.07150000000000034,145.58635219763158,119.12645060910495,26.459901588526634,6.98,6.805,7.035,6.415,5.256390924504563e-05,26.758376770063002,23.684418333182247,19.277422541166214,-15.11930073234074,6.1675,7.33,64.0,0.0,64.0,7.189084959744,7.206813190795085,0.0,0.0,56.30959731493962,0.1685854599520518,0.3578481229172956,0.4307627306815946,27.45049726625054,29.42753709671,55.55555555555559,68.86574074074076,-44.44444444444441,0.702588235294118,0.9628610729023425,3.339682914495841,2.504352663891197,0.835330250604644,-5.627622468950824,0.3051077414501486,-5.9327302104009725,7.247808307775714,1.8207282913165201,1.8043515193934878,25.045045045045057,1.0
2013-12-06,6.87,6.92,6.85,6.9,88990.0,510.12,570.11,66.09,1230.300048828125,111.61000061035156,12,6,4,0,0,0,0,0,0,0,0.03000000000000025,0.004357305368955844,-1314604.5624007308,36517180.0,-0.19944008554779025,2010.3972392770713,-0.8414472893376836,-0.3755150615095982,464333.3325901502,7.076214363529583,51.925423678557934,617.1794462904259,7.257,7.485043855431411,7.028956144568588,6.284796897654994,0.6819825398123126,0.0,0.0,7.301666666666667,7.399666666666667,7.203666666666666,2.6843186487103483,0.6955782312925175,0.0,0.0,7.02,7.46,7.24,6.063111478572418,0.7272727272727273,0.10122983785403475,4.624298722887053,0.22528766496856711,0.1775248584900088,0.04776280647855832,7.308333333333334,7.178076923076923,7.0211746809529245,7.030565753902709,0.9208633093525173,1.0359712230215825,-0.11510791366906525,0.32770597724005873,24.115570413650016,0.0129999999999999,147.5935904260108,126.38512055185359,21.208469874157203,6.98,6.805,7.0525,6.415,2.6281954622522813e-05,25.3351489674711,22.595262270668613,19.704818429488164,44.410413476262455,6.18,7.33,60.0,0.0,60.0,7.189084959744,7.174795607899675,0.0,0.0,57.78498481220473,0.3962965870359758,0.30644592712301616,0.3719030111454121,26.806522634541462,37.78006991003381,66.66666666666677,62.96296296296299,-33.33333333333322,0.6999705882352947,-1.3717421124828484,3.3538679029295007,2.674255711698858,0.6796121912306425,-9.057395556102026,-1.5673929180602866,-7.49000263804174,7.238895117067629,0.9628610729023324,0.9582551080996371,22.522522522522515,0.0
2013-12-09,6.92,6.92,6.85,6.92,217550.0,511.23,573.21,66.12,1235.300048828125,109.38999938964844,12,9,0,0,0,0,1,0,0,1,0.0,0.0,-1276465.990972158,36606170.0,-0.17436618819454816,-8660.87379490533,0.49563838223631684,0.011890183207625677,465642.00906073843,7.068221836129547,56.11016098467046,626.2556146182263,7.2715000000000005,7.486653433623597,7.056346566376404,5.917718039568081,0.7056671801827422,0.0,0.0,7.297666666666666,7.394666666666668,7.200666666666666,2.658383958342873,0.821305841924397,0.0,0.0,7.02,7.46,7.24,6.051021109812286,0.7727272727272737,0.09310685406863123,4.766107759894886,0.24190159208132567,0.19040020520827217,0.0515013868730535,7.315833333333333,7.164615384615384,7.005609345421705,7.04830162398399,1.0236220472440947,1.0393700787401572,-0.01574803149606252,0.30892740124588197,24.03619121079604,0.16849999999999987,150.47290596424406,132.67427086515028,17.798635099093786,6.97,6.83,7.077500000000001,6.415,1.3140977311261407e-05,24.013580293635762,22.280009150401956,19.429893296078756,71.88991856220096,6.18,7.33,56.00000000000001,4.0,52.00000000000001,7.189084959744,7.11812422279372,0.0,0.0,58.784240845606426,0.4863828385690267,0.3504216285190182,0.3382385595197767,26.494937758461823,46.109122359122345,74.07407407407402,65.43209876543214,-25.925925925925988,0.7188823529411765,-0.41265474552956477,3.5758549141976443,2.8545755521986154,0.721279361999029,-6.2506299401220335,-2.5040403224726364,-3.746589617649397,7.228814273940703,0.2724795640327127,0.27210901143606137,24.324324324324344,0.0
2013-12-10,6.92,6.92,6.85,6.87,134190.0,511.6,572.13,66.14,1262.4000244140625,109.37999725341797,12,10,1,0,0,0,0,0,0,0,-0.04999999999999982,-0.007251663395320351,-1058915.990972158,36823720.0,-0.20103354653949668,-3864.0346813474393,-2.6310901999628604,0.21684964564600834,466272.58877088333,7.05436475492571,50.94337759044776,626.2556146182263,7.288499999999999,7.473029130491703,7.103970869508295,5.0635694722289655,0.6937363488612321,0.0,0.0,7.292333333333334,7.396333333333333,7.188333333333333,2.8523106458838074,0.8253205128205172,0.0,0.0,7.07,7.46,7.265000000000001,5.350895245935374,0.7435897435897443,0.1007961686617681,4.894044616455917,0.24657744275848614,0.201635652718315,0.04494179004017115,7.309166666666666,7.148461538461538,6.984746369202981,7.066205207392583,0.9541984732824424,0.9694656488549619,-0.015267175572519442,0.29089638387323646,23.880304110195123,0.10150000000000059,154.56985002818266,138.14314353478682,16.42670649339584,6.945,6.83,7.077500000000001,6.415,6.570488655630703e-06,23.43340447478561,19.756753793671166,27.222241810078334,55.18875909937329,6.1850000000000005,7.315,52.0,0.0,52.0,7.189084959744,7.069386831602599,0.0,0.0,49.34934393100913,0.0,0.2942264752016675,0.3170313436145673,26.240543993353576,41.96245483839469,18.51851851851875,53.086419753086524,-81.48148148148125,0.7272941176470598,0.0,3.6241351413354703,3.0084874700259867,0.6156476713094836,-9.518402119157846,-3.9069126818096787,-5.611489437348167,7.219761018435522,0.0,0.0,24.684684684684676,0.0
2013-12-11,6.85,6.87,6.75,6.75,176860.0,505.31,565.69,65.57,1258.5,109.69999694824219,12,11,2,0,0,0,0,0,0,0,-0.09999999999999964,-0.014706147389695223,-1116425.9909721566,36689530.0,-0.3014804683088005,-10578.886869726415,-1.1036641650279018,-0.23847378300009742,465303.00784602785,7.029348422015028,42.15728491032687,621.7306463045109,7.303,7.477596678089891,7.128403321910109,4.78150563028594,0.8064204919892899,0.0,0.0,7.296333333333332,7.400333333333333,7.192333333333332,2.850746950523109,1.04647435897436,1.0,0.0,7.07,7.46,7.265000000000001,5.340271121456931,0.8717948717948721,0.10071655179559133,5.070189778710956,0.2498240215766776,0.21127332648998753,0.03855069508669007,7.310833333333332,7.128461538461538,6.948631543171754,7.081301117956095,0.8712121212121213,1.0606060606060606,-0.18939393939393923,0.26942883839032783,23.85829366779273,0.1070000000000002,155.09812767897694,142.6208959632769,12.477231715700043,6.91,6.83,7.077500000000001,6.415,3.2852443278153517e-06,23.157853164004486,18.43422116725382,27.40818712644131,76.92307692307656,6.202500000000001,7.315,48.0,0.0,48.0,7.189084959744,7.027472675178235,0.0,0.0,52.10863124134867,0.18443684344263994,0.2236065606705556,0.2894182214637471,26.570371623447254,35.62465685400259,37.03703703703717,43.20987654320999,-62.96296296296283,0.7167352941176466,-1.7881705639614842,3.651330531250488,3.1370560822708873,0.5142744489796005,-14.143371152964383,-5.95420437604062,-8.189166776923763,7.1902845302230975,0.6793478260869623,0.6770506567210788,23.783783783783786,0.0
2013-12-12,6.75,6.75,6.65,6.67,300100.0,506.92,567.4,65.97,1226.0,108.66999816894531,12,12,3,0,0,0,0,0,0,0,-0.08000000000000007,-0.011922644956906314,-1293285.9909721566,36512670.0,-0.31196450443536056,-9067.617316908356,0.7372021703231886,-0.18581648511986965,462213.75020410644,6.996273236019584,31.412730676348588,621.7306463045109,7.314,7.467544781741438,7.160455218258562,4.198654135669618,0.5846658535220772,0.0,0.0,7.3036666666666665,7.401666666666666,7.205666666666666,2.683583588152078,0.6853741496598657,0.0,0.0,7.07,7.46,7.265000000000001,5.33223954060705,0.6923076923076917,0.10564489661603224,5.2776474043199775,0.2455320360743869,0.21812506840686743,0.02740696766751946,7.305,7.110384615384616,6.905765151914561,7.085649183292681,0.8768115942028987,1.0217391304347827,-0.14492753623188404,0.2474715245382658,23.738556720846905,-0.02400000000000002,154.426007204531,146.26486987056444,8.161137333966565,6.86,6.88,7.09,6.415,1.6426221639076758e-06,22.279366817410153,19.88812078253771,24.73361482477858,56.04921394395124,6.215,7.315,44.0,0.0,44.0,7.189084959744,6.991426500653282,0.0,0.0,46.636545415391275,0.0,0.06147894781421335,0.19310399456214553,25.52321639711954,34.15408655952519,0.0,18.51851851851865,-100.0,0.728088235294118,-2.724795640326978,3.572048763961987,3.2240546186091072,0.34799414535287987,-16.149231536754687,-7.993209808183434,-8.156021728571254,7.150139933945576,-0.9446693657220062,-0.9491596681571401,21.62162162162162,0.0
2013-12-13,6.65,6.67,6.6,6.6,337670.0,506.06,566.47,66.22,1235.699951171875,108.83000183105469,12,13,4,0,0,0,0,0,0,0,-0.05000000000000071,-0.007547205635383136,-1473345.9909721587,36212570.0,-0.3239508148796988,-7772.243414492877,-1.6320820704126744,-0.21171550237795683,458657.0094633657,6.945388219473313,30.124373400135823,621.7306463045109,7.3215,7.453450748387519,7.1895492516124815,3.604473083043607,0.38063728177012796,0.0,0.0,7.304333333333334,7.398333333333333,7.210333333333334,2.57381463058458,0.4237588652482258,0.0,0.0,7.14,7.46,7.3,4.3706890664481355,0.46875000000000067,0.10008040695442899,5.566946395634077,0.252932537050377,0.22508656213556935,0.027845974914807642,7.305,7.084615384615385,6.858724359312321,7.099304799345075,0.8602941176470592,1.0955882352941175,-0.23529411764705832,0.22291587287340203,23.532412892168324,-0.0015000000000000568,150.63211939363765,148.64347039628146,1.9886489973561936,6.82,6.93,7.109999999999999,6.415,8.213110819538379e-07,21.657482468888993,19.215022686420095,25.250293846813772,-19.307211811473085,6.21,7.315,40.0,0.0,40.0,7.189084959744,6.952798260548757,0.0,0.0,46.636545415391275,0.0,0.06147894781421335,0.11552148543299413,23.71597760011011,33.83892227175814,6.896551724137783,14.64452958705833,-93.10344827586222,0.7137647058823529,-3.940217391304348,3.657392881909901,3.3107222712692663,0.34667061064063454,-6.7331769788004525,-7.741203242306838,1.0080262635063857,7.137540653531723,-0.6811989100817373,-0.6835296605857355,20.180180180180173,0.0
2013-12-16,6.57,6.62,6.52,6.55,538500.0,502.04,560.93,66.49,1245.5,110.47000122070312,12,16,0,0,0,0,1,0,0,1,-0.020000000000000462,-0.003048782849358611,-1811015.9909721587,35874900.0,-0.3406221199334988,-8457.522926708165,0.3094743357354521,0.1169603208937899,455113.24634492496,6.906279861980487,36.74061776128914,621.7306463045109,7.319500000000001,7.450263144654854,7.188736855345147,3.5730075730542628,0.5019118536852241,0.0,0.0,7.304666666666667,7.396666666666666,7.212666666666666,2.5189376654193567,0.5833333333333389,0.0,0.0,7.14,7.46,7.3,4.371883325363759,0.5625000000000013,0.09707236625898612,5.822935549783479,0.25185962428740183,0.23044117456593585,0.021418449721465976,7.305,7.054230769230769,6.811228304033502,7.117134073467661,0.9538461538461541,1.03076923076923,-0.07692307692307587,0.1972733314694572,23.348799637811737,-0.04950000000000099,144.43426728526677,149.51942571758462,-5.085158432317854,6.77,7.055,7.165,6.415,4.1065554097691896e-07,20.82247887185767,19.669270289366466,24.02440801046031,-14.994232987310847,6.3125,7.315,36.0,4.0,32.0,7.189084959744,6.898294573649981,0.0,0.0,46.636545415391275,0.0,0.0,0.0409859652094756,22.58468724329532,36.13334254843696,6.896551724137783,4.597701149425198,-93.10344827586222,0.6802058823529409,-5.027173913043479,3.6234685446820722,3.3732715259518278,0.25019701873024447,-9.014477137534312,-7.995858021352333,-1.0186191161819789,7.118823917356721,0.4115226337448652,0.4106781952653238,18.918918918918926,1.0
2013-12-17,6.55,6.65,6.55,6.62,305950.0,505.67,565.94,66.86,1231.199951171875,110.41000366210938,12,17,1,0,0,0,0,0,0,0,0.07000000000000028,0.010630320301756369,-2026415.9909721578,35336400.0,-0.326385460170545,-13873.991080035576,-1.9492091779906449,-0.022268906105541886,451033.7008903795,6.8488889846186245,32.30842222200606,621.7306463045109,7.322,7.45232267646126,7.19167732353874,3.559756254063369,0.5690593551665988,0.0,0.0,7.3086666666666655,7.395666666666666,7.221666666666667,2.3807352002189113,0.6800766283524915,0.0,0.0,7.14,7.46,7.3,4.370390603660206,0.625,0.09736512963308747,5.91143449504631,0.24974426956669582,0.23430179356608785,0.015442476000607969,7.310833333333334,7.02576923076923,6.781808564951425,7.135124142099687,0.913385826771654,1.0472440944881887,-0.13385826771653464,0.1716423014334744,23.28194179696166,-0.03200000000000003,139.24874518114098,149.11799615106915,-9.869250969928174,6.73,7.115,7.195,6.415,2.0532777048845948e-07,20.553496336176146,18.302250711638415,25.829718643258598,23.54609929078012,6.4125,7.315,32.0,0.0,32.0,7.189084959744,6.838635658919984,0.0,0.0,42.71484710436057,0.0,0.0,0.02049298260473782,21.893556643978666,35.30675713881825,0.0,4.597701149425198,-100.0,0.6411470588235293,-4.993252361673416,3.5755373136944115,3.4137246835003445,0.161812630194067,-10.060996096945235,-8.408885636470915,-1.6521104604743204,7.100117916417673,0.2732240437158362,0.2728514653204117,18.01801801801801,1.0
2013-12-19,6.65,6.77,6.62,6.72,2255780.0,506.28,565.52,67.62,1195.0,110.29000091552734,12,19,3,0,0,0,0,0,0,1,0.0699999999999994,0.010471299867295336,-1904035.9909721583,35642350.0,-0.12054515959406292,-10120.635211459072,-1.940792878584007,-0.6577666896207618,454303.39554686804,6.82106065603982,26.348168868460448,628.3750959596736,7.3155,7.45797455913259,7.17302544086741,3.8951420718362377,0.059570491868633786,0.0,0.0,7.313000000000001,7.401999999999999,7.223999999999999,2.434021605360316,-0.19101123595505018,0.0,1.0,7.14,7.46,7.3,4.37427380220081,0.15625000000000208,0.10262861666977877,5.841755842300398,0.23566820225484175,0.23457507530383864,0.0010931269510031094,7.302499999999999,7.001153846153846,6.772299554958898,7.151781613055266,0.7481481481481483,1.133333333333333,-0.38518518518518474,0.14488785111810037,23.23405077815418,-0.04550000000000054,131.170741186073,147.51626159422935,-16.345520408156347,6.72,7.115,7.1899999999999995,6.415,1.0266388524422974e-07,21.16280921983893,16.454868167635954,29.95169610479599,-135.3846153846138,6.4625,7.255000000000001,28.000000000000004,0.0,28.000000000000004,7.189084959744,6.774908527135987,0.0,0.0,38.70864873602157,0.0,0.0,0.0,18.414787666738288,37.252403308741336,4.545454545454646,3.8140020898641525,-95.45454545454535,0.5969411764705894,-4.359673024523165,3.3631280051473444,3.4036053478297448,-0.04047734268240033,-14.865978319722336,-9.7003041731212,-5.165674146601136,7.0746213353758485,-2.043596730245223,-2.064767089346886,19.279279279279283,0.0
2013-12-20,6.72,6.72,6.62,6.62,2834510.0,504.45,560.68,67.5,1205.0999755859375,111.7699966430664,12,20,4,0,0,0,0,0,0,0,-0.09999999999999964,-0.014992784586141283,-1152109.3243054915,37898130.0,-0.4104766413335113,-8869.944466964924,-1.129077785394578,-0.8126739990789981,488378.6221329707,6.756731550558942,18.66368356363857,628.3750959596736,7.314,7.45896896219545,7.16903103780455,3.9641499096376807,0.24477295388156395,0.0,0.0,7.311,7.397,7.225,2.352619340719472,0.0872093023255844,0.0,0.0,7.14,7.46,7.3,4.375170905113484,0.3125000000000014,0.09936575500280091,5.88763994848445,0.22434742926401796,0.2325295460958745,-0.008182116831856545,7.300000000000001,6.970769230769231,6.74886885419599,7.170908900977098,0.711111111111111,1.2296296296296292,-0.5185185185185182,0.11608358302172331,23.211154062218068,-0.17400000000000038,125.3342750500232,145.0430043302307,-19.708729280207507,6.72,7.115,7.195,6.415,5.133194262211487e-08,21.72859975466866,15.660451968068202,28.50567342337582,-147.23203769140153,6.4625,7.1450000000000005,24.0,4.0,20.0,6.52,6.774908527135987,1.0,0.0,42.348068555416965,0.1421576001680861,0.0473858667226954,0.01579528890756517,16.27531449701512,32.93954660414285,15.90909090909096,6.818181818181878,-84.09090909090905,0.5419411764705888,-3.70370370370371,3.1910295290173676,3.3610901840672693,-0.17006065504990175,-17.228060531112583,-11.205855444719477,-6.022205086393106,6.989983139650434,0.6954102920723182,0.6930034664669682,21.081081081081088,1.0
2013-12-23,6.67,6.7,6.62,6.7,809720.0,508.68,565.98,68.3,1198.4000244140625,111.55999755859375,12,23,0,0,0,0,1,0,0,1,0.03000000000000025,0.004487666469388252,-3986619.3243054915,35063620.0,-0.27726963053473846,-7602.809543112792,2.9286864841119202,-0.48275095952545005,446198.4137996375,6.7149986927280665,20.85694458554468,628.3750959596736,7.2989999999999995,7.4506443206982205,7.1473556793017785,4.155208129832059,-0.024253065554683585,0.0,1.0,7.298333333333334,7.392333333333335,7.204333333333333,2.5759305777575117,-0.3421985815602771,0.0,1.0,7.14,7.44,7.29,4.110152075626808,0.0,0.09742917950252082,5.845501807709022,0.20893260792631718,0.22781015846196306,-0.01887755053564588,7.300000000000001,6.946153846153847,6.741350568935069,7.183434167571387,0.7557251908396954,1.2137404580152664,-0.45801526717557106,0.08829655473858376,23.072765673655077,-0.028999999999999915,116.9568469184111,141.31899776958258,-24.362150851171478,6.72,7.2,7.237500000000001,6.415,2.5665971311057435e-08,21.811143323567524,16.885366888284505,26.90687547041207,-147.65100671140877,6.485,7.07,20.0,0.0,20.0,6.5249999999999995,6.774908527135987,0.0,0.0,41.29187802321258,0.10090225760544325,0.08101995259117649,0.042801939771290674,12.692610988329978,41.50627440243916,11.363636363636314,10.60606060606065,-88.63636363636368,0.48347058823529476,-5.191256830601091,2.964297203390962,3.281731587932008,-0.3174343845410461,-21.632390677589854,-13.291162491293553,-8.3412281862963,6.980056555738294,-1.3812154696132617,-1.390843004613207,19.279279279279283,0.0
2013-12-24,6.67,6.67,6.6,6.65,1112870.0,505.62,562.85,68.12,1205.0999755859375,111.9000015258789,12,24,1,0,0,0,0,0,0,0,-0.019999999999999574,-0.0030030052597693757,-3176899.3243054915,35873340.0,-0.21167981975554592,-8538.293894096658,-0.22379375167845422,-0.5272905234963156,455983.54975129926,6.709088097506792,12.02283003363084,635.968752708431,7.286500000000001,7.447033485603548,7.125966514396454,4.406326373527667,0.04370890456525193,0.0,0.0,7.276999999999999,7.369,7.185,2.528514497732585,-0.24456521739130374,0.0,1.0,7.12,7.41,7.265000000000001,3.9799629451725793,0.06896551724137784,0.09268626155226872,5.836052052487756,0.19606991191613865,0.2214621091527982,-0.02539219723665956,7.289166666666667,6.921538461538461,6.727296635252751,7.19132793293647,0.7377049180327875,1.2704918032786885,-0.532786885245901,0.06166958939010325,22.993338421530485,0.05349999999999877,110.08112905243897,136.3758065500555,-26.294677497616533,6.695,7.215,7.245,6.415,1.2832985655528717e-08,21.88779092325933,16.27111800757132,25.92806830261184,-172.0430107526892,6.51,6.98,16.0,100.0,-84.0,6.5299,6.774908527135987,0.0,0.0,41.29187802321258,0.1240696813804364,0.12237651305132195,0.083594110788398,9.817658437195286,43.55649741094492,11.904761904761864,13.059163059163055,-88.09523809523814,0.4295294117647064,-7.3569482288828345,2.7747554190899035,3.1803363541635874,-0.40558093507368387,-19.867019735416477,-14.60633394011814,-5.260685795298338,6.974612650119283,0.0,0.0,20.72072072072073,1.0
2013-12-26,6.62,6.67,6.6,6.67,621860.0,506.55,562.45,68.1,1214.0999755859375,111.9800033569336,12,26,3,0,0,0,0,0,0,1,0.04999999999999982,0.007524489978615323,-2699955.03859119,34760470.0,-0.14545769094493496,-23259.537623511485,-1.582904629996033,-0.6718254319689138,447678.54975129926,6.6912461743912495,12.244751443045914,635.968752708431,7.273000000000001,7.435123409784101,7.1108765902159,4.458226585565797,0.08981864439837214,0.0,0.0,7.258,7.345000000000001,7.171000000000001,2.3973546431523767,-0.17816091954023885,0.0,1.0,7.12,7.41,7.265000000000001,3.987350474357212,0.06896551724137784,0.09141763539704177,5.733278338627008,0.18216244453589958,0.2136021762294185,-0.03143973169351891,7.2725,6.896538461538461,6.718481768290789,7.200859197163398,0.6694214876033062,1.2892561983471078,-0.6198347107438016,0.03684095241613735,22.866594641761893,0.08699999999999974,102.18134364261704,130.49616387934887,-28.314820236731833,6.645,7.24,7.2575,6.465,6.416492827764359e-09,22.42688727163357,15.31137962729478,28.085233315766033,-139.19006579557188,6.575,6.915,12.0,96.0,-84.0,6.534701999999999,6.774908527135987,0.0,0.0,37.0097983859192,0.0,0.07499064632862658,0.09279570399037505,7.46546995587739,51.07079194340412,0.0,7.756132756132736,-99.99999999999999,0.36752941176470433,-4.033379694019472,2.572443135824139,3.058757710495698,-0.4863145746715589,-25.15643389179733,-16.716353930453977,-8.440079961343354,6.96314829018165,0.0,0.0,19.81981981981984,0.0
